116.497118,40.001433
116.497118,40.011433
116.507118,40.001433
116.497118,40.001433
115.497118,40.001433
114.497118,40.001433
115.497118,40.001433
116.497118,41.001433
116.497118,48.001433
116.497118,40.101433
116.497118,40.301433
116.497118,40.041433
116.497118,40.051433
116.498118,40.061433
116.497118,40.001433
116.498118,40.001433
116.491118,40.001433
116.494118,40.001433
116.492118,40.001433
116.494118,40.001433
116.499118,40.001433
116.494118,40.001433
116.492118,40.001433
116.491118,40.001433
116.497118,40.101433
116.497118,40.031433
116.497118,40.501433
116.497118,40.031433
116.497118,40.021433
116.492118,40.001433
116.494118,40.001433
116.17118,40.001433
116.597118,40.001433
116.397118,40.001433
117.497118,40.001433
118.497118,40.001433
